,kidneySRR8374780,kidneySRR8374781,liverSRR8374774,liverSRR8374775,lungSRR8374778,lungSRR8374779,sIntestineSRR8374776,sIntestineSRR8374777
ENSMUSG00000109427,0,0,0,0,0,0,0,0
ENSMUSG00000109428,0,0,0,0,0,0,0,0
ENSMUSG00000109429,0,0,0,0,0,0,0,0
ENSMUSG00000109430,0,0,0,0,0,0,0,0
ENSMUSG00000109431,0,0,0,0,0,0,0,0
ENSMUSG00000109432,76,59,0,0,0,0,2,0
ENSMUSG00000109433,0,0,0,0,0,0,0,0
ENSMUSG00000109434,0,0,0,0,0,0,0,0
ENSMUSG00000109435,0,0,0,0,0,0,0,0
ENSMUSG00000109436,0,0,0,0,1,0,0,0
ENSMUSG00000109437,0,0,0,0,0,0,0,0
ENSMUSG00000109438,0,0,0,0,0,0,0,0
ENSMUSG00000109439,0,0,0,0,0,0,0,0
ENSMUSG00000109440,0,0,0,0,0,0,0,0
ENSMUSG00000109441,0,0,0,0,0,0,0,0
ENSMUSG00000109442,0,1,0,0,0,0,0,0
ENSMUSG00000109443,0,0,0,0,0,0,0,0
ENSMUSG00000109444,0,0,0,0,0,0,0,0
ENSMUSG00000109445,0,0,0,0,0,0,0,0
ENSMUSG00000109446,0,1,0,0,0,0,0,0
ENSMUSG00000109447,0,0,0,0,0,0,0,0
ENSMUSG00000109448,3,4,0,0,0,1,0,0
ENSMUSG00000109449,0,0,0,0,0,0,0,0
ENSMUSG00000109450,1,0,0,0,0,0,0,0
ENSMUSG00000109451,0,0,0,0,0,0,0,0
ENSMUSG00000109452,0,0,3,0,5,5,0,4
ENSMUSG00000109453,0,0,0,0,0,0,0,0
ENSMUSG00000109454,0,0,0,0,0,0,0,0
ENSMUSG00000109455,33,42,9,15,30,31,31,36
ENSMUSG00000109456,0,0,0,0,0,0,0,0
ENSMUSG00000109457,0,0,0,0,0,0,0,0
ENSMUSG00000109458,0,0,0,0,0,1,0,0
ENSMUSG00000109459,1,16,7,5,12,27,13,11
ENSMUSG00000109460,0,0,0,0,0,0,0,0
ENSMUSG00000109461,0,0,0,0,0,0,0,0
ENSMUSG00000109462,0,0,0,0,0,0,0,0
ENSMUSG00000109463,0,0,0,0,0,0,0,0
ENSMUSG00000109464,1,2,0,3,2,0,0,0
ENSMUSG00000109465,0,0,0,0,0,0,0,0
ENSMUSG00000109466,0,0,0,0,0,0,0,0
ENSMUSG00000109467,0,0,0,0,0,0,0,0
ENSMUSG00000109468,0,0,0,0,1,0,0,0
ENSMUSG00000109469,0,0,0,0,0,0,0,0
ENSMUSG00000109471,0,0,0,0,0,0,0,0
ENSMUSG00000109472,1,1,0,0,2,1,0,0
ENSMUSG00000109473,3,14,55,89,10,9,18,10
ENSMUSG00000109475,0,0,0,0,0,0,0,0
ENSMUSG00000109476,0,0,0,0,0,0,0,0
ENSMUSG00000109477,0,0,0,0,0,0,0,0
ENSMUSG00000109478,61,197,1,1,0,0,0,0
ENSMUSG00000109479,0,0,0,0,0,0,0,0
ENSMUSG00000109480,0,0,0,0,0,0,1,0
ENSMUSG00000109481,0,0,0,0,0,0,0,0
ENSMUSG00000109482,23,40,670,979,44,51,1,4
ENSMUSG00000109484,0,0,0,0,0,0,0,0
ENSMUSG00000109485,1,4,1,0,1,4,0,1
ENSMUSG00000109487,0,0,0,0,0,0,0,0
ENSMUSG00000109488,0,0,0,0,0,0,0,0
ENSMUSG00000109489,1,0,0,0,0,0,0,0
ENSMUSG00000109490,0,0,0,0,0,0,0,0
ENSMUSG00000109491,19,35,0,0,4,7,1,1
ENSMUSG00000109492,0,0,0,0,0,0,0,0
ENSMUSG00000109493,0,0,0,0,0,1,0,0
ENSMUSG00000109494,0,0,0,0,0,0,0,0
ENSMUSG00000109495,0,0,0,0,0,0,1,1
ENSMUSG00000109496,0,0,0,0,0,0,0,0
ENSMUSG00000109497,0,0,0,0,0,0,0,0
ENSMUSG00000109498,0,0,0,0,0,0,0,0
ENSMUSG00000109499,0,0,0,0,0,0,0,0
ENSMUSG00000109500,0,0,0,0,0,0,0,0
ENSMUSG00000109501,0,0,0,0,0,0,0,0
ENSMUSG00000109502,2,1,0,0,0,0,0,0
ENSMUSG00000109503,0,0,0,15,0,0,0,0
ENSMUSG00000109504,0,0,0,0,0,0,0,0
ENSMUSG00000109505,0,0,0,0,0,0,0,0
ENSMUSG00000109506,0,0,0,0,0,0,1,0
ENSMUSG00000109507,0,0,0,0,0,0,0,0
ENSMUSG00000109508,1,6,0,0,0,0,1,0
ENSMUSG00000109509,0,0,0,0,0,0,0,0
ENSMUSG00000109510,0,0,0,0,0,0,0,0
ENSMUSG00000109511,0,0,0,0,0,0,0,0
ENSMUSG00000109512,0,0,0,0,0,0,0,0
ENSMUSG00000109513,0,0,0,0,0,0,0,0
ENSMUSG00000109514,0,0,0,0,0,0,0,0
ENSMUSG00000109515,0,0,0,0,0,0,0,0
ENSMUSG00000109516,0,0,0,0,0,0,0,0
ENSMUSG00000109517,0,0,0,0,0,0,0,0
ENSMUSG00000109518,0,0,0,0,0,0,0,0
ENSMUSG00000109519,0,0,0,0,0,0,0,0
ENSMUSG00000109520,0,0,0,0,0,0,0,0
ENSMUSG00000109521,0,0,0,0,0,0,0,0
ENSMUSG00000109522,0,0,0,0,0,0,0,0
ENSMUSG00000109523,0,0,0,0,0,0,0,0
ENSMUSG00000109524,0,2,0,0,0,2,0,0
ENSMUSG00000109525,0,0,0,0,0,0,0,0
ENSMUSG00000109526,0,1,0,0,1,0,0,0
ENSMUSG00000109527,0,0,0,0,0,0,0,0
ENSMUSG00000109528,0,0,0,0,0,0,0,0
ENSMUSG00000109529,0,0,0,0,0,0,0,0
ENSMUSG00000109530,0,0,0,0,0,0,0,0
ENSMUSG00000109532,302,583,0,5,5,4,1,1
ENSMUSG00000109533,0,0,0,0,0,0,0,0
ENSMUSG00000109534,0,0,0,0,0,0,0,0
ENSMUSG00000109535,0,0,0,0,0,0,0,0
ENSMUSG00000109536,2,5,1,5,9,8,0,2
ENSMUSG00000109537,0,0,0,0,0,0,0,0
ENSMUSG00000109538,0,0,0,0,0,0,0,0
ENSMUSG00000109539,0,0,0,0,0,0,0,0
ENSMUSG00000109540,0,0,0,0,0,0,0,0
ENSMUSG00000109541,0,0,0,0,1,0,0,0
ENSMUSG00000109542,0,0,0,0,0,0,0,0
ENSMUSG00000109543,0,0,0,0,0,0,0,0
ENSMUSG00000109544,0,0,0,0,0,0,0,0
ENSMUSG00000109545,2,1,0,1,2,6,2,0
ENSMUSG00000109546,0,0,0,0,0,0,0,0
ENSMUSG00000109547,0,0,0,0,0,0,0,0
ENSMUSG00000109548,0,0,0,0,0,0,0,0
ENSMUSG00000109549,0,0,0,0,0,0,0,0
ENSMUSG00000109550,0,0,0,0,0,0,0,0
ENSMUSG00000109551,0,0,0,0,0,0,0,0
ENSMUSG00000109552,0,0,0,0,0,1,0,0
ENSMUSG00000109553,0,0,0,0,0,0,0,0
ENSMUSG00000109555,0,0,0,0,0,0,0,0
ENSMUSG00000109556,1,1,0,0,2,2,0,0
ENSMUSG00000109557,0,0,0,0,0,0,0,0
ENSMUSG00000109558,0,0,0,0,0,0,0,0
ENSMUSG00000109559,0,0,1,0,1,0,0,0
ENSMUSG00000109560,0,0,0,0,0,0,0,0
ENSMUSG00000109561,0,1,0,0,0,1,4,2
ENSMUSG00000109562,0,0,0,0,0,0,0,0
ENSMUSG00000109563,0,0,0,0,0,0,0,0
ENSMUSG00000109564,0,2,3,1,89,72,6,12
ENSMUSG00000109565,0,0,0,0,0,0,0,0
ENSMUSG00000109566,0,0,0,0,0,0,0,0
ENSMUSG00000109567,0,0,0,0,0,0,0,0
ENSMUSG00000109568,0,0,0,0,0,0,0,0
ENSMUSG00000109569,0,0,0,0,0,0,0,0
ENSMUSG00000109570,0,0,0,0,0,0,0,0
ENSMUSG00000109571,0,0,0,0,0,0,0,0
ENSMUSG00000109572,0,0,0,0,16,13,2,0
ENSMUSG00000109573,0,0,0,0,0,0,0,0
ENSMUSG00000109574,0,0,0,0,0,0,0,0
ENSMUSG00000109575,0,0,0,0,0,0,0,0
ENSMUSG00000109576,0,0,0,0,0,0,0,0
ENSMUSG00000109577,0,0,0,0,0,0,0,0
ENSMUSG00000109578,0,0,0,0,0,0,0,0
ENSMUSG00000109579,0,0,0,0,0,0,0,0
ENSMUSG00000109580,0,0,0,0,0,2,0,0
ENSMUSG00000109581,0,0,0,0,0,0,0,0
ENSMUSG00000109582,0,0,0,0,0,0,0,0
ENSMUSG00000109583,0,0,0,0,0,0,0,0
ENSMUSG00000109584,0,0,0,0,0,0,0,0
ENSMUSG00000109585,0,0,0,0,0,0,0,0
ENSMUSG00000109586,0,0,0,0,0,0,0,0
ENSMUSG00000109587,41,54,2,2,23,32,14,16
ENSMUSG00000109588,0,0,0,0,0,0,0,0
ENSMUSG00000109589,0,0,0,0,0,0,0,0
ENSMUSG00000109590,0,0,0,0,0,0,0,0
ENSMUSG00000109591,0,0,0,0,0,0,0,0
ENSMUSG00000109592,0,0,0,0,0,0,0,0
ENSMUSG00000109593,0,0,0,0,0,0,0,0
ENSMUSG00000109594,0,0,0,0,0,0,0,0
ENSMUSG00000109595,0,0,0,0,0,0,0,1
ENSMUSG00000109596,0,0,0,0,0,0,0,0
ENSMUSG00000109597,0,0,0,0,0,0,0,0
ENSMUSG00000109598,1,0,0,0,0,0,1,2
ENSMUSG00000109599,0,0,0,0,0,0,0,0
ENSMUSG00000109600,0,0,0,0,0,0,0,0
ENSMUSG00000109601,0,0,0,0,0,0,0,0
ENSMUSG00000109602,0,0,0,0,0,0,0,0
ENSMUSG00000109603,0,0,0,0,1,1,0,0
ENSMUSG00000109604,0,0,0,0,0,0,0,0
ENSMUSG00000109605,0,0,0,0,0,0,0,0
ENSMUSG00000109606,0,0,0,0,0,0,0,0
ENSMUSG00000109607,0,0,0,0,0,0,0,0
ENSMUSG00000109608,0,0,0,0,0,0,0,0
ENSMUSG00000109609,0,0,0,0,0,2,0,0
ENSMUSG00000109610,0,0,0,0,0,0,0,0
ENSMUSG00000109611,0,0,0,0,0,0,0,0
ENSMUSG00000109612,0,1,1,2,0,0,0,0
ENSMUSG00000109613,0,2,0,0,0,0,0,0
ENSMUSG00000109614,0,0,0,0,0,0,0,0
ENSMUSG00000109615,0,0,0,0,0,0,0,0
ENSMUSG00000109616,0,0,0,0,0,0,0,0
ENSMUSG00000109617,0,0,0,0,1,5,0,0
ENSMUSG00000109618,0,0,0,0,0,0,0,0
ENSMUSG00000109619,0,0,0,0,0,0,0,0
ENSMUSG00000109620,0,0,0,0,0,0,0,0
ENSMUSG00000109621,0,0,0,0,0,0,0,0
ENSMUSG00000109622,0,0,0,0,0,0,0,0
ENSMUSG00000109623,0,0,0,0,0,0,0,0
ENSMUSG00000109624,0,0,0,0,0,0,0,0
ENSMUSG00000109625,0,0,0,0,0,0,0,0
ENSMUSG00000109626,0,0,0,0,0,0,0,0
ENSMUSG00000109627,0,0,0,0,0,0,0,0
ENSMUSG00000109628,1000,3636,2732,4009,10,10,1,3
ENSMUSG00000109629,0,0,0,0,0,0,2,1
ENSMUSG00000109630,0,0,0,0,0,0,0,0
ENSMUSG00000109631,0,0,0,0,0,0,0,0
ENSMUSG00000109632,0,0,0,0,0,0,0,0
ENSMUSG00000109633,1,3,0,0,0,0,0,0
ENSMUSG00000109634,0,3,0,0,0,1,0,0
ENSMUSG00000109635,0,0,0,0,0,0,0,0
ENSMUSG00000109636,0,0,0,0,0,0,0,0
ENSMUSG00000109637,0,0,0,0,0,0,0,0
ENSMUSG00000109638,0,0,0,0,0,0,0,0
ENSMUSG00000109639,0,0,0,0,0,0,0,0
ENSMUSG00000109640,0,0,0,0,0,0,0,0
ENSMUSG00000109641,0,0,0,0,0,0,0,0
ENSMUSG00000109642,0,0,0,0,0,0,0,0
ENSMUSG00000109643,0,0,0,0,1,2,0,0
ENSMUSG00000109644,1363,1919,943,988,6,6,487,455
ENSMUSG00000109645,0,0,0,0,0,4,0,1
ENSMUSG00000109646,0,0,0,0,0,0,0,0
ENSMUSG00000109647,0,0,0,0,0,0,0,0
ENSMUSG00000109648,0,0,0,0,0,0,0,0
ENSMUSG00000109649,0,0,0,0,0,0,1,0
ENSMUSG00000109650,0,0,0,0,0,0,0,0
ENSMUSG00000109651,1,0,0,0,0,0,0,0
ENSMUSG00000109652,0,0,0,0,0,0,0,0
ENSMUSG00000109653,0,0,0,0,0,0,0,0
ENSMUSG00000109654,0,0,0,0,0,0,0,0
ENSMUSG00000109655,0,0,0,0,0,0,0,0
ENSMUSG00000109656,0,0,0,0,0,0,0,0
ENSMUSG00000109657,0,0,0,0,0,0,0,0
ENSMUSG00000109658,42,2,6,14,17,0,1,0
ENSMUSG00000109659,0,0,0,0,0,0,0,0
ENSMUSG00000109661,0,0,0,0,0,0,0,0
ENSMUSG00000109662,0,0,0,0,0,0,0,0
ENSMUSG00000109663,0,0,0,1,0,0,0,0
ENSMUSG00000109664,0,0,0,0,0,0,0,0
ENSMUSG00000109665,0,0,0,0,0,0,0,0
ENSMUSG00000109666,0,0,0,0,0,0,0,0
ENSMUSG00000109667,3,6,4,4,0,0,0,2
ENSMUSG00000109668,0,0,0,0,0,0,0,0
ENSMUSG00000109669,0,0,0,0,1,3,0,0
ENSMUSG00000109670,0,0,0,0,0,0,0,0
ENSMUSG00000109671,0,0,0,0,0,0,0,0
ENSMUSG00000109672,0,0,0,0,0,0,0,0
ENSMUSG00000109673,0,0,0,0,0,0,0,0
ENSMUSG00000109674,0,0,0,0,0,0,0,0
ENSMUSG00000109675,1,0,0,0,9,8,0,2
ENSMUSG00000109676,0,0,0,0,0,0,0,0
ENSMUSG00000109677,0,0,0,0,0,0,0,0
ENSMUSG00000109678,0,0,0,0,0,0,0,0
ENSMUSG00000109679,0,0,0,0,0,0,0,0
ENSMUSG00000109680,0,0,1,1,1,0,0,0
ENSMUSG00000109681,0,0,0,0,0,0,0,0
ENSMUSG00000109682,0,0,1,0,0,0,1,0
ENSMUSG00000109683,0,0,0,0,0,0,0,0
ENSMUSG00000109684,0,0,0,0,0,0,0,0
ENSMUSG00000109685,0,0,0,0,0,0,0,0
ENSMUSG00000109686,0,0,0,0,0,0,0,0
ENSMUSG00000109687,0,0,0,0,0,0,0,0
ENSMUSG00000109688,1,0,0,0,0,0,0,0
ENSMUSG00000109689,0,0,0,0,0,0,0,0
ENSMUSG00000109690,0,0,0,0,0,0,0,0
ENSMUSG00000109691,0,0,0,0,0,0,0,0
ENSMUSG00000109692,0,0,0,0,0,0,0,0
ENSMUSG00000109693,0,0,0,0,0,0,0,0
ENSMUSG00000109694,0,0,0,0,0,0,0,0
ENSMUSG00000109695,5,10,1,2,14,33,1,3
ENSMUSG00000109696,0,2,0,0,1,0,0,0
ENSMUSG00000109697,0,0,0,3,0,0,6,2
ENSMUSG00000109698,0,0,4,4,0,0,0,0
ENSMUSG00000109699,1,0,0,0,0,1,0,0
ENSMUSG00000109700,0,0,0,0,3,1,0,0
ENSMUSG00000109701,0,0,0,0,2,0,0,1
ENSMUSG00000109702,0,0,0,0,0,0,0,0
ENSMUSG00000109703,0,0,9,7,0,0,0,0
ENSMUSG00000109704,0,1,0,0,0,3,1,2
ENSMUSG00000109705,0,0,0,0,0,0,0,0
ENSMUSG00000109706,0,0,0,0,0,0,0,0
ENSMUSG00000109707,0,0,0,0,0,0,0,0
ENSMUSG00000109708,0,0,0,0,0,0,0,0
ENSMUSG00000109709,0,0,0,0,0,0,0,0
ENSMUSG00000109710,0,1,0,0,0,0,0,0
ENSMUSG00000109711,0,0,0,0,0,0,0,0
ENSMUSG00000109712,0,0,0,0,0,0,0,0
ENSMUSG00000109713,0,1,1,2,2,3,8,5
ENSMUSG00000109714,8,24,0,5,15,19,4,0
ENSMUSG00000109715,23,51,4,2,13,22,14,20
ENSMUSG00000109716,0,0,0,0,0,0,0,0
ENSMUSG00000109717,2,2,0,1,1,2,2,1
ENSMUSG00000109718,0,0,0,0,0,0,0,0
ENSMUSG00000109719,0,0,0,0,0,0,0,0
ENSMUSG00000109720,0,0,0,0,0,0,0,0
ENSMUSG00000109721,0,0,0,0,0,0,0,0
ENSMUSG00000109722,0,0,0,0,0,0,0,0
ENSMUSG00000109723,0,0,0,0,0,0,0,0
ENSMUSG00000109724,0,0,0,0,0,0,0,0
ENSMUSG00000109725,0,0,0,0,0,0,0,0
ENSMUSG00000109726,0,0,0,0,0,0,0,0
ENSMUSG00000109727,0,0,0,0,0,0,0,0
ENSMUSG00000109728,0,0,0,0,0,0,0,0
ENSMUSG00000109729,0,4,0,2,5,6,2,4
ENSMUSG00000109730,0,0,0,0,0,0,0,0
ENSMUSG00000109731,0,2,4,3,1,3,0,0
ENSMUSG00000109732,0,0,0,0,0,0,0,0
ENSMUSG00000109733,0,0,0,0,0,0,0,0
ENSMUSG00000109734,0,0,0,0,0,0,0,0
ENSMUSG00000109735,0,2,0,0,0,0,1,0
ENSMUSG00000109736,0,0,0,0,0,0,0,0
ENSMUSG00000109737,0,0,0,0,0,0,0,0
ENSMUSG00000109738,0,0,0,0,0,0,0,0
ENSMUSG00000109739,1,4,1,0,5,6,1,1
ENSMUSG00000109740,1,0,0,0,0,0,0,0
ENSMUSG00000109741,0,0,0,0,0,0,0,0
ENSMUSG00000109742,0,0,0,0,0,0,0,0
ENSMUSG00000109743,0,0,0,0,0,0,0,0
ENSMUSG00000109744,0,0,0,0,0,0,0,0
ENSMUSG00000109745,1,0,0,0,0,0,0,0
ENSMUSG00000109746,0,0,0,0,0,0,0,0
ENSMUSG00000109747,0,0,0,0,0,0,0,0
ENSMUSG00000109748,0,0,0,0,0,0,0,0
ENSMUSG00000109749,0,0,0,0,0,0,0,0
ENSMUSG00000109750,0,0,0,0,0,0,0,0
ENSMUSG00000109751,0,0,0,0,0,0,0,0
ENSMUSG00000109752,0,0,0,0,0,0,0,0
ENSMUSG00000109753,0,0,0,0,0,0,0,0
ENSMUSG00000109754,0,0,0,0,0,0,0,0
ENSMUSG00000109755,0,0,0,0,0,0,0,0
ENSMUSG00000109756,0,0,0,0,0,0,0,0
ENSMUSG00000109757,0,0,0,0,0,0,0,0
ENSMUSG00000109758,0,0,0,0,0,0,0,0
ENSMUSG00000109759,0,0,0,0,0,0,0,0
ENSMUSG00000109760,0,0,0,0,0,0,0,0
ENSMUSG00000109761,0,0,0,0,0,0,0,0
ENSMUSG00000109762,0,0,0,0,0,0,0,0
ENSMUSG00000109763,0,0,0,0,0,0,0,0
ENSMUSG00000109764,12,26,1310,1846,19,19,23,24
ENSMUSG00000109765,0,1,0,0,5,1,0,0
ENSMUSG00000109766,0,0,0,0,0,0,0,0
ENSMUSG00000109767,0,1,0,0,0,0,0,0
ENSMUSG00000109768,0,1,0,0,1,0,0,0
ENSMUSG00000109769,3,0,0,0,0,0,0,0
ENSMUSG00000109770,0,0,0,0,0,1,0,0
ENSMUSG00000109771,11,25,35,27,6,15,11,11
ENSMUSG00000109772,0,1,0,0,0,0,0,0
ENSMUSG00000109773,0,0,0,3,0,3,0,0
ENSMUSG00000109774,0,0,0,0,1,0,0,0
ENSMUSG00000109775,0,0,0,0,0,0,0,0
ENSMUSG00000109776,0,0,0,0,3,0,0,0
ENSMUSG00000109777,0,0,0,0,0,0,0,0
ENSMUSG00000109778,0,0,0,0,0,0,0,0
ENSMUSG00000109779,0,0,0,0,0,0,0,0
ENSMUSG00000109780,12,18,1,0,4,5,3,1
ENSMUSG00000109781,0,0,0,0,0,0,0,0
ENSMUSG00000109782,0,0,0,0,0,0,0,0
ENSMUSG00000109783,0,0,0,0,0,0,0,0
ENSMUSG00000109784,0,0,0,0,0,0,0,0
ENSMUSG00000109785,0,0,0,0,0,0,0,0
ENSMUSG00000109786,0,0,0,0,0,0,0,0
ENSMUSG00000109787,0,0,0,0,0,0,0,0
ENSMUSG00000109788,0,0,0,0,0,0,0,0
ENSMUSG00000109789,0,0,0,0,0,0,0,0
ENSMUSG00000109790,0,0,0,0,0,0,0,0
ENSMUSG00000109791,0,0,0,0,0,0,0,0
ENSMUSG00000109792,0,0,0,0,0,0,0,0
ENSMUSG00000109793,0,1,0,0,0,0,0,0
ENSMUSG00000109794,0,0,0,0,0,0,0,0
ENSMUSG00000109795,0,1,0,0,0,0,0,0
ENSMUSG00000109796,0,0,0,0,0,0,0,0
ENSMUSG00000109797,0,0,0,0,0,0,0,0
ENSMUSG00000109798,0,0,0,0,0,0,0,0
ENSMUSG00000109799,0,0,0,0,0,0,0,0
ENSMUSG00000109800,0,0,0,0,0,0,0,0
ENSMUSG00000109801,0,0,0,0,0,0,0,0
ENSMUSG00000109802,0,0,0,0,0,0,0,0
ENSMUSG00000109803,0,0,0,0,0,0,0,0
ENSMUSG00000109805,69,131,0,0,0,0,0,0
ENSMUSG00000109806,0,0,0,0,0,0,0,0
ENSMUSG00000109807,0,0,0,0,0,0,0,0
ENSMUSG00000109808,0,0,0,0,1,1,0,0
ENSMUSG00000109809,0,0,0,0,0,0,0,0
ENSMUSG00000109810,2,9,2,2,14,8,3,1
ENSMUSG00000109811,0,0,0,0,0,0,0,0
ENSMUSG00000109812,0,0,0,0,0,0,0,0
ENSMUSG00000109813,0,0,0,0,0,1,0,0
ENSMUSG00000109814,0,0,0,0,0,0,0,0
ENSMUSG00000109815,0,0,0,0,0,0,0,0
ENSMUSG00000109816,1,2,0,0,2,2,2,0
ENSMUSG00000109817,0,0,0,0,0,0,0,0
ENSMUSG00000109818,0,0,0,0,0,0,0,0
ENSMUSG00000109819,1,0,0,0,2,1,1,1
ENSMUSG00000109820,0,0,0,0,0,0,0,0
ENSMUSG00000109821,0,0,0,0,0,0,0,0
ENSMUSG00000109822,0,0,0,0,0,0,0,0
ENSMUSG00000109823,0,0,0,0,0,0,0,0
ENSMUSG00000109824,0,2,0,0,1,0,0,0
ENSMUSG00000109825,0,0,0,2,0,0,0,0
ENSMUSG00000109826,0,0,0,0,0,0,0,0
ENSMUSG00000109827,3,10,1,0,29,56,0,0
ENSMUSG00000109828,0,0,0,0,0,0,0,0
ENSMUSG00000109829,8,22,3,3,57,72,18,9
ENSMUSG00000109830,0,0,0,0,0,0,0,0
ENSMUSG00000109831,0,0,0,0,1,2,0,0
ENSMUSG00000109832,0,0,0,0,0,0,0,0
ENSMUSG00000109833,0,0,0,0,0,0,0,0
ENSMUSG00000109834,0,0,0,0,0,0,0,0
ENSMUSG00000109835,0,0,0,0,0,0,0,0
ENSMUSG00000109836,14,154,19,48,45,23,42,8
ENSMUSG00000109837,0,0,0,0,0,0,0,0
ENSMUSG00000109838,0,0,0,0,0,0,0,0
ENSMUSG00000109839,0,0,0,0,0,0,0,0
ENSMUSG00000109840,0,0,0,0,0,0,0,0
ENSMUSG00000109841,0,3,5,18,4,5,5,2
ENSMUSG00000109842,0,0,0,0,0,0,0,0
ENSMUSG00000109843,0,0,0,0,0,0,0,0
ENSMUSG00000109844,0,0,0,1,2,0,0,1
ENSMUSG00000109845,0,0,0,0,0,0,0,0
ENSMUSG00000109846,0,1,0,0,3,6,0,0
ENSMUSG00000109847,0,0,0,0,0,0,0,0
ENSMUSG00000109848,0,1,0,0,0,0,0,0
ENSMUSG00000109849,0,0,0,0,0,0,0,0
ENSMUSG00000109850,6,39,6,8,13,6,9,2
ENSMUSG00000109851,0,0,0,0,0,0,0,0
ENSMUSG00000109852,0,0,0,0,0,0,0,0
ENSMUSG00000109853,0,0,0,0,0,0,0,0
ENSMUSG00000109854,0,0,0,0,0,0,0,0
ENSMUSG00000109855,0,0,0,0,0,0,0,0
ENSMUSG00000109856,0,0,0,0,0,0,0,0
ENSMUSG00000109857,0,0,0,0,0,0,0,0
ENSMUSG00000109858,0,0,0,0,0,0,0,0
ENSMUSG00000109859,0,0,0,0,0,0,0,0
ENSMUSG00000109860,0,0,0,0,0,0,0,0
ENSMUSG00000109861,0,0,0,0,0,0,0,0
ENSMUSG00000109862,0,0,0,0,0,0,0,0
ENSMUSG00000109863,0,0,0,0,0,0,0,0
ENSMUSG00000109864,0,0,0,0,0,0,0,0
ENSMUSG00000109865,407,487,122,185,502,759,387,356
ENSMUSG00000109866,0,0,0,0,0,0,0,0
ENSMUSG00000109867,0,0,0,0,0,0,0,0
ENSMUSG00000109868,0,0,0,0,0,0,0,0
ENSMUSG00000109869,0,0,0,0,0,0,0,0
ENSMUSG00000109870,0,0,0,0,0,0,0,0
ENSMUSG00000109871,0,0,0,0,0,0,0,0
ENSMUSG00000109872,0,0,0,0,0,0,0,0
ENSMUSG00000109873,0,0,0,0,0,0,0,0
ENSMUSG00000109874,0,0,0,0,0,0,0,0
ENSMUSG00000109875,2,1,0,0,0,1,0,1
ENSMUSG00000109876,0,0,0,0,0,0,0,0
ENSMUSG00000109877,3,22,12,19,2,1,0,0
ENSMUSG00000109878,0,0,0,0,0,0,0,0
ENSMUSG00000109879,0,0,0,0,0,0,0,0
ENSMUSG00000109880,0,0,0,0,0,0,0,0
ENSMUSG00000109881,0,0,0,0,0,0,0,0
ENSMUSG00000109882,0,0,0,0,0,0,0,0
ENSMUSG00000109883,0,0,0,0,0,0,0,0
ENSMUSG00000109884,0,0,0,0,0,0,0,0
ENSMUSG00000109885,0,0,0,0,0,0,0,0
ENSMUSG00000109886,0,0,0,0,0,0,0,0
ENSMUSG00000109887,0,0,0,0,0,0,0,0
ENSMUSG00000109888,0,0,0,0,0,0,0,0
ENSMUSG00000109889,0,0,0,0,0,0,0,0
ENSMUSG00000109890,2,0,0,0,2,0,0,0
ENSMUSG00000109891,0,0,0,0,0,0,0,0
ENSMUSG00000109892,0,0,0,0,0,0,0,0
ENSMUSG00000109893,0,0,0,6,2,1,2,2
ENSMUSG00000109894,1,1,0,0,0,0,0,1
ENSMUSG00000109895,0,0,0,0,0,0,0,0
ENSMUSG00000109896,0,0,0,0,0,0,1,0
ENSMUSG00000109897,0,0,0,0,0,0,0,0
ENSMUSG00000109898,0,0,0,0,0,0,0,0
ENSMUSG00000109899,2,2,0,1,1,0,0,8
ENSMUSG00000109900,0,0,0,0,0,0,0,0
ENSMUSG00000109901,0,0,0,0,0,0,0,0
ENSMUSG00000109902,0,0,0,0,0,0,0,0
ENSMUSG00000109903,0,0,0,0,0,0,4,0
ENSMUSG00000109904,0,0,0,0,0,0,0,0
ENSMUSG00000109905,0,0,0,0,0,1,0,0
ENSMUSG00000109906,0,0,0,0,0,0,0,0
ENSMUSG00000109907,0,0,0,0,0,1,0,1
ENSMUSG00000109909,0,0,0,0,9,11,0,0
ENSMUSG00000109910,0,0,0,0,0,0,0,0
ENSMUSG00000109911,0,0,0,0,0,0,0,0
ENSMUSG00000109912,0,0,0,0,0,0,0,0
ENSMUSG00000109913,1,0,0,2,2,1,1,0
ENSMUSG00000109914,0,0,0,0,0,0,0,0
ENSMUSG00000109915,0,0,0,0,0,0,0,0
ENSMUSG00000109916,0,0,0,0,0,0,0,0
ENSMUSG00000109917,0,0,0,0,0,0,0,0
ENSMUSG00000109918,0,0,0,0,0,0,0,0
ENSMUSG00000109919,0,0,0,0,0,0,0,0
ENSMUSG00000109920,0,0,0,0,0,0,0,0
ENSMUSG00000109921,0,0,0,0,0,0,0,0
ENSMUSG00000109922,0,0,0,0,0,0,0,0
ENSMUSG00000109923,0,0,0,0,0,0,0,0
ENSMUSG00000109924,0,0,0,0,0,0,0,0
ENSMUSG00000109925,0,0,0,0,0,0,0,0
ENSMUSG00000109926,3,0,7,17,10,11,2,0
ENSMUSG00000109927,0,0,0,0,0,0,0,0
ENSMUSG00000109928,0,0,0,0,0,0,0,0
ENSMUSG00000109929,0,0,0,0,0,0,0,0
ENSMUSG00000109930,2,6,0,0,1,4,0,1
ENSMUSG00000109931,0,12,0,1,8,17,5,9
